pledged,fx_rate,backers_count,launched_at,deadline,goal
2,1,2,1642114645,1644706645,10000
3.29,0.74106736,3,1641847733,1644439733,25284
259,1.27946283,5,1641562767,1644154767,60000
690,1,41,1403989494,1404594294,500
10039,1,112,1403915584,1407803584,10000
1837.11,1,32,1403833428,1405302228,1798
6474,1,36,1403803692,1406395692,5000
331,1.09285079,10,1403623825,1404993600,300
11171.1,1,319,1403594776,1405645200,4000
30354.5,1,458,1403576352,1406168352,25000
544,1,31,1403488727,1404093527,350
16332,1.27946283,300,1403445651,1405519140,14000
11067,0.74106736,206,1403288394,1405880394,10000
212,1.27946283,12,1402671043,1403275843,200
760,1,13,1402602380,1404503180,750
20796,0.74106736,200,1424637515,1427225915,5000
12641,1,125,1424303348,1427323748,12000
3800.33,1,109,1423576720,1424397600,999
4608.61,0.74106736,62,1423487831,1425268800,4500
103,1.27946283,6,1423468852,1426971600,100
16634,1,192,1423412968,1427093940,12000
15015,1,68,1423246614,1426267014,15000
5250,1,76,1423088926,1425680926,5000
2690,1,59,1423083892,1425675892,2100
1744,1.27946283,29,1422701340,1425120540,1500
2000,1,19,1422476908,1425068908,2000
16617,1,198,1422466459,1425697200,15000
1156,1,14,1406058798,1409514709,7000
1,0.6613551,1,1406004589,1408596589,5000
650,0.74106736,14,1405957098,1409376600,2413
0,0.74106736,0,1405485297,1410669297,9500
65,1,4,1405307696,1406603696,750
27,1,4,1405291811,1407883811,4000
1060,1,13,1405266710,1407858710,6000
358,1,14,1405217355,1407808438,2000
2,1,2,1405114059,1410298059,10000
21,1,3,1405100992,1407553200,2000
0,0.74106736,0,1405098105,1408554105,38500
10,1,1,1405097102,1407689102,100
4497,1,37,1681333027,1686517027,2500
7192,1,101,1681329710,1686513710,3500
78274,1,314,1681318877,1682460000,50000
9603,1,127,1681305445,1683897445,5000
14139.290000000000,0.74106736,79,1681304802,1682870340,10000
18503,1,243,1681300809,1683892809,5000
14298,1,230,1681248614,1683840614,500
1871,1.09285079,27,1681239190,1683831190,500
6085,1,87,1681236006,1683828006,3000
1145,1.27946283,21,1681234395,1683999195,100
10000,1,74,1681231203,1685119203,9835
159394,1.09285079,1089,1681228574,1683907200,10000
13,1,4,1468364270,1471561070,15000
0,1.27946283,0,1468353174,1470945174,600
16143,1,94,1468348250,1470940250,80000
30,1,2,1468298043,1470890043,5000
0,1.27946283,0,1468269525,1470861525,24000
145,1,4,1468025650,1470617650,1700000
50,1.09285079,1,1468002589,1469730589,600
0,1,0,1467902111,1470834000,10000
0,1,0,1467829393,1470853393,800
38,1,1,1467753222,1470345222,50000
0,1,0,1467599538,1472702280,15500
1308,1,23,1467142444,1469907244,30000
1970,1.27946283,79,1680609159,1682028000,500
367,1.27946283,17,1680595272,1682636340,200
5357,1,170,1680563246,1682723246,1000
4824,1,175,1680541112,1683133112,1800
23634,1,158,1680534028,1682747940,1500
7870,1,157,1680533818,1683961140,2000
2376,1.09285079,29,1680511224,1682844024,2250
14626,1,103,1680375604,1685559604,6000
2436,1,24,1680361768,1682953768,1800
94178.290000000000,0.74106736,1059,1680350796,1682913540,31500
4063,1,89,1680269842,1682861842,2000
515,1,25,1680208325,1681268400,300
30233,1,93,1675236979,1678260979,25000
25262,1,25,1675102989,1677694989,25000
7749,1,65,1675025094,1677617094,7000
615,1.09285079,12,1674990645,1676890740,500
13961.6,1,126,1674630646,1677356160,13000
15078,1,26,1674594299,1677186299,15000
10012,1,22,1674514287,1677020400,10000
1146,1,22,1674503672,1676663672,250
12566,1,100,1674391599,1676983599,12000
27251,1,57,1674228025,1676647225,27000
32473,1,136,1674084865,1676676865,30000
16666,1.27946283,432,1674035383,1675857600,7500
28.8,0.05953775,2,1641534734,1644126734,500000
592,1,5,1641384225,1643976225,12000
261,1.27946283,3,1640901027,1642397100,10000
578.69,1.09285079,16,1640289701,1643669940,7600
1,1,1,1640151871,1642311871,750
52,1,3,1639770811,1644954811,67890
171,1.27946283,5,1639677047,1642809540,54700
1,1,1,1639604502,1643691540,61120
256,1,5,1639495678,1644679678,100000
74,1.09285079,9,1638962306,1641554306,23900
2.32,0.6613551,2,1638959779,1641551779,3000
1,1,1,1638937284,1641529284,4111
32627.440000000000,1,584,1402575842,1405167842,15000
4171,1,43,1402459047,1405479600,3000
75064.490000000000,1,1312,1402323070,1404915070,30000
21328.27,1,1016,1401900426,1404284340,10000
28750.010000000000,1,262,1401670474,1405137540,25000
67230.260000000000,1,516,1400777187,1403841600,30000
2134,1,63,1400601948,1402095600,2014
2582,1.27946283,144,1399057976,1402686776,2500
6561,1.27946283,226,1399042685,1401469200,5000
5000.08,1,17,1398960986,1400911140,5000
2217.82,1,41,1398785158,1400695140,2000
4727,1,107,1398640150,1401232150,3000
10615,1,228,1422342584,1425798584,10000
11824,1,163,1422284756,1425135956,11000
2065,1,38,1421719623,1424322000,1800
1000,1,6,1421696043,1425584043,1000
430255.010000000000,1,4201,1421676042,1424365200,150000
20065,1,93,1421675131,1423979940,20000
170,1,5,1421632791,1424224791,150
1448,1.27946283,45,1421528394,1423342794,1250
1150,1,30,1421513566,1422982366,850
7112,1,36,1421442887,1424034887,7000
12161,1,111,1421431197,1424023197,11550
7672,1,85,1421344005,1423450800,7500
20,1,1,1405095123,1410279123,50000
620,1,10,1405024561,1406876400,1300
25,1.27946283,2,1404973504,1407565504,2500
3405,1,7,1404970632,1407562632,5500
260,1,4,1404927690,1406913120,5000
0,1,0,1404923604,1408811604,2500
0,0.6613551,0,1404892123,1410076123,30000
2,1,2,1404857339,1410041339,10000
51,1,6,1404658329,1407250329,600
15,1,3,1404161639,1406753639,150
641,1,16,1403822912,1406988000,2000
1,1.27946283,1,1403784251,1406228400,500
8132.29,0.74106736,34,1681227857,1684424657,7688
90248,1,2047,1681225211,1686409211,5000
51215.290000000000,0.74106736,81,1681225178,1682956800,10000
467658,0.12780712,908,1681221603,1683813603,20000
90208,1,671,1681218139,1683777540,10000
240647,0.12780712,470,1681218010,1685538010,10000
193258,0.12780712,51,1681214430,1685534430,40000
32260,0.12780712,50,1681207030,1684663030,10000
2856,1.27946283,60,1681193729,1685081729,250
20371,1,75,1681169680,1683588880,3000
64625,1,370,1681135284,1683738000,10000
36841,1,638,1681132909,1683724909,3000
0,1,0,1467123573,1469715573,3000
2290,1,33,1467046985,1469638985,87000
0,1,0,1466929141,1469521141,100
1560.34,1,28,1466896637,1469488637,8000
711,1,15,1466885491,1469477491,10000
857.38,1,28,1466791428,1468951428,2100
60,1,3,1466723368,1467950340,1500
20,1,2,1466685666,1468413666,2500
6291,1.27946283,110,1466499589,1469919600,25000
26,1,2,1466266323,1468858323,1000
1910,1,18,1466082006,1468674006,50000
10,1,1,1466041747,1471225747,5000
835,1.27946283,30,1680192092,1681230600,250
2750,0.74106736,43,1680116098,1681941600,2000
751,1,6,1680108761,1682917140,500
1135,1,37,1680048020,1681516820,500
342,1,15,1680021946,1681437600,300
1133,0.74106736,35,1680019448,1682438648,500
1547,1,90,1680017809,1685201809,500
12607,1.27946283,322,1680015613,1682020800,3000
2501,1,69,1680010463,1682602463,2000
615,1.27946283,37,1680009109,1681430400,250
1833,1,58,1679929224,1682521224,1000
1033.32,0.6613551,27,1679730761,1681047900,400
17552,1,99,1674030600,1678924800,17000
20571,1,121,1673983036,1679163436,20000
1001,1,26,1673888774,1675616774,600
5044,1,51,1673856084,1676620740,5000
78518,1,440,1673553752,1676404952,75000
34149,1,194,1673527551,1677643680,29500
26435,1,137,1673470638,1676062638,25000
10009,1,118,1673452445,1676476445,7500
3296,1.09285079,34,1673442710,1677330710,1500
34007,1,520,1673359322,1676012340,15000
8711,1,146,1673018593,1675178593,2500
12464,1.27946283,139,1672999365,1675591365,10000
3349,1.09285079,44,1638870614,1642758614,30000
4531,1.09285079,50,1638785568,1643969568,7600
1602,1,18,1638472716,1641928716,20000
166,1,7,1637620288,1640998800,1500
1.32,0.6613551,1,1637366203,1638575803,13640
1,1,1,1637188960,1639780960,24450
516,1,3,1637011122,1639603122,50000
412,1.09285079,10,1636730773,1640618773,10000
111,1,8,1636513141,1637996340,500
115,1.09285079,11,1636473575,1639065600,700
2,1,2,1636469525,1641653525,15000
106,1.09285079,3,1636036176,1638631776,100000
600,1,6,1398449876,1399175940,500
95729.230000000000,1,3116,1398354714,1401033114,12500
4512,1,45,1398272525,1400297040,4000
3726,0.6613551,69,1397849954,1400441954,3540
6220,1,54,1397583242,1400175242,3500
955,1,13,1397573197,1398830400,500
26370,1,154,1396633644,1399225644,25000
5043.67,1.27946283,44,1396461741,1399134600,5000
9121,1,94,1396132734,1398292734,5000
6011,1.27946283,284,1396029409,1398621409,5000
3452,1.27946283,185,1395759816,1396969416,2500
11143,1,243,1395628169,1398220169,10000
1051,1,18,1421195149,1426375549,1000
10060,1,98,1421026572,1424581140,10000
8511,1,116,1420955144,1423547144,7000
965,1.27946283,28,1420568460,1424106000,950
1080,1,32,1420158707,1422750707,1000
2080,0.6613551,35,1419970239,1424325600,2000
6150,0.14655326,27,1419697619,1421859600,5000
15919.99,0.74106736,107,1419008196,1421650740,15100
10465,0.74106736,76,1418848308,1422736308,10000
15597,1,142,1418666520,1423850520,13000
2025,1,16,1418432742,1421024742,2000
10864,1,123,1418178949,1421049540,10000
270,1.27946283,6,1403562705,1405461600,1500
4,1.27946283,2,1403462111,1408646111,1000
23,1,4,1403356792,1403470800,500
136,1,6,1403355126,1405947126,14000
5,1,1,1403169690,1405761690,2000
2823,1,17,1402784964,1404253800,6000
11,1.27946283,2,1402670594,1407744000,10600
45,1,2,1402506278,1406170740,7500
20,1,4,1402192119,1407339300,500
450,1,7,1401978147,1404570147,2500
0,1,0,1401823952,1404532740,1200
0,1,0,1401814964,1404406964,2200
577,1.27946283,17,1681131694,1682427600,400
10392,1,165,1681129776,1683721776,3500
275911,0.12780712,14,1681123393,1685702593,200000
7080,1.27946283,26,1681119291,1684116000,6500
843,1,4,1681089699,1682385699,800
244383,1,1430,1680980510,1683572510,14000
19759,1,267,1680969601,1683561601,1500
5665,1,64,1680967056,1681226256,1000
38243,1,1289,1680894085,1683486085,10000
225,1.27946283,11,1680803272,1681408072,75
104586,1,312,1680795802,1683647940,25000
12925,1,145,1680727239,1683319239,5000
361.77,1,6,1465962880,1468554880,2000
111,1,3,1465962335,1468554335,4000
70,1,2,1465832642,1470930060,300000
761,1,16,1465829646,1469717646,5000
342,1,13,1465776786,1467158400,3000
46,1,3,1465756861,1470940861,200000
21510,1,27,1465742917,1469202480,50000
390,1,6,1465602955,1468194955,5000
22,1,4,1465593863,1467753863,4800
10,1,1,1465526845,1468118845,60000
25,1,1,1465492533,1468084533,6000
13318,1,77,1465337871,1467929871,18000
1105,1,33,1679614466,1682912220,1000
1020,1,29,1679544118,1682136118,500
4617.98,0.74106736,98,1679500382,1683388382,3000
8914,1.27946283,214,1679488103,1682166503,7120
152735.080000000000,1,4080,1679485949,1681830000,15000
3831.27,1.27946283,123,1679482930,1682074930,1756
7389,1,185,1679450434,1682042434,3000
5683,1,70,1679425011,1680228300,2000
7919,1,89,1679407288,1682042400,5000
62198,1,816,1679407177,1681999177,30000
946.29,0.74106736,23,1679402348,1680871148,500
15372,1,142,1679338671,1682046000,9559
100886.800000000000,0.05953775,180,1672993852,1675585852,5000
1436,1,25,1672896068,1675920068,1200
16801,1,147,1672855492,1675542600,7500
16466,1,87,1672854725,1678038725,15000
3130,1,54,1672773146,1675365146,3000
4200,1,22,1672755501,1675347501,4200
11194,1,71,1672752394,1674480394,10000
9001,1,25,1672279906,1677463906,9000
66849,1.27946283,253,1672239204,1675195200,65000
5106,1.27946283,54,1672110463,1674237600,5000
15327,1,144,1672080378,1674672378,15000
5110,1,35,1671899086,1674491086,5000
10141,1,4,1635952870,1641099540,400000
1,1,1,1634932012,1640119612,17500
26.32,0.6613551,2,1634867053,1637459053,2000
1,1.09285079,1,1634807659,1639995259,500
31,1.09285079,5,1634654485,1638114085,5000
2226,1,26,1634577908,1639765508,30000
201,1,3,1634326694,1639295940,130800
1,1.13944012,1,1634026807,1637918407,20000
126,1.09285079,3,1633977712,1639165312,48100
2039,1.09285079,19,1633953253,1636548853,5000
1,1.27946283,1,1633802856,1637150400,34227
1,1,1,1633727272,1636322872,4967
722,1,37,1395271594,1397863594,300
36651.290000000000,1,613,1394595993,1397447940,36000
23000.5,1,240,1394463628,1397055628,19200
3585,1,54,1394130633,1396800000,3500
7730,0.74106736,86,1393993304,1395111600,7700
10545,1.27946283,250,1392243767,1393531200,1500
1810,1,23,1392240355,1396281600,1500
9300,1,89,1389965292,1392557292,7345
7768,1.27946283,264,1389805906,1393154640,4500
1306,1,46,1387843851,1388880651,1000
53040.280000000000,0.74106736,741,1386682927,1390138927,32000
2130,1,30,1386355474,1387947540,2000
15611,1,155,1418105446,1420696740,15000
36244,1,298,1418019171,1420611171,35000
18202,1,188,1417521754,1420174740,14000
11849,1,224,1417489681,1419649681,7500
380,1.27946283,33,1417454884,1422638884,300
5961,1,116,1417125611,1421013611,5000
2220,1,19,1416936921,1419096921,2000
4007,1.27946283,94,1416926414,1419518414,4000
11641,1,104,1416792545,1419384545,11000
3280,1,44,1416591969,1419183969,3000
283,1.27946283,10,1416584976,1419195600,250
5180,0.74106736,88,1416459310,1420099200,5000
170,1,4,1401770178,1402979778,1600
1,1,1,1401485207,1403730000,2500
135,1.27946283,9,1401294084,1403886084,9500
2290,1,40,1401231722,1403823722,15000
0,1.27946283,0,1401058295,1403348400,1500
55,1,3,1401044229,1403636229,12700
95,1,6,1400720703,1403312703,5000
872,1,34,1400698287,1405882287,10000
285,0.74106736,5,1400604056,1403539200,10000
10775,1,84,1400600840,1404194400,50000
881,1.27946283,21,1400600031,1403192031,5000
576,1.27946283,13,1400547969,1404149280,2000
106988.5,1.27946283,1140,1680709565,1683301565,2000
441753,1,380,1680645739,1683084240,15000
13246,1,160,1680624242,1683216242,12000
58043,1,337,1680624001,1683262800,5000
45115,1,425,1680616628,1683208628,24000
91206,1,281,1680616563,1683294963,10000
205083.290000000000,0.74106736,1870,1680616508,1683208508,10000
4725775,0.00678513,209,1680606903,1684508340,100000
768134,0.00678513,21,1680606275,1684508340,200000
1854942,0.00678513,265,1680606142,1684508340,100000
776,1,22,1680548405,1681412405,500
103591,1,1442,1680537578,1681747500,5500
0,1.27946283,0,1464897674,1467489674,600
2650,1,22,1464873888,1467897888,12000
226,1.13944012,4,1464864237,1467456237,350000
210,1,2,1464829633,1467421633,50000
2758,1,33,1464714570,1467306570,17000
970,1,18,1464633757,1467225757,12700
751,1,5,1464626592,1467218592,7500
25,1,1,1464300445,1469484445,25000
0,1,0,1464278683,1466870683,35000
4312.5,1,25,1464242367,1467698367,73000
7538,1.27946283,224,1464172231,1466764231,20000
494,1,3,1463932003,1466524003,1500
1196,1,8,1679312020,1681904020,1000
1086,1,19,1679109358,1681701358,1000
3558.8,0.05953775,8,1679107022,1680224040,2482
1966,1,50,1679076179,1680544979,500
1617,1,18,1679067760,1681486960,1500
6052,1.27946283,162,1679062321,1681654321,500
1000.32,0.6613551,5,1679011602,1680008340,1000
3542,1.09285079,20,1679007551,1684191551,3500
5000,1,21,1678916441,1684100441,5000
4890.29,0.74106736,212,1678895018,1680104618,500
15592.290000000000,0.74106736,124,1678881638,1681473638,500
650,1,27,1678823312,1680637712,200
9330,1.27946283,84,1671800845,1674392845,9175
2362,1,49,1671659761,1676843761,1
8778,1,155,1671492224,1674084224,1000
661820,0.00678513,57,1671412478,1674004478,500000
7360,1,61,1671331620,1676515620,5000
6121.42,0.61621015,43,1671168777,1674168900,3000
2117,1.09285079,29,1671124854,1673795400,1600
32000.010000000000,1,151,1671118326,1673852340,25000
3536,1,48,1671032534,1673624534,3000
27511,1.27946283,278,1671019247,1673611247,20000
10201,1,58,1671017802,1673609802,10000
54388.32,0.6613551,427,1671011129,1673701200,50000
501,1,4,1633022870,1634318870,10000
1.29,0.74106736,1,1632957118,1638144718,50000
6.17,0.14655326,1,1632816514,1635408514,1000000
1,1,1,1632779798,1635371798,172900
41,1.27946283,3,1632486594,1634646594,50000
1,1.09285079,1,1632429947,1637617547,500000
1,1,1,1631794972,1634386972,31195
307,0.75068143,10,1631102541,1633694541,10000
512,1.09285079,5,1630703063,1633295063,5000
775,1.09285079,14,1630584081,1633176081,1711
1,1,1,1630566275,1632114000,10000
1146,1,8,1630438695,1633132800,100000
6729.99,1,96,1386267637,1388019600,5000
5275,1,16,1386114883,1388706883,5000
5460,1,49,1385474442,1388476740,5432
7670,1,49,1385329765,1388522100,7500
5430,1,75,1384803473,1387587600,5000
21285,1,204,1384798837,1387569600,17000
2118,1,23,1384391314,1386983314,2000
2283,1,86,1384206313,1387083600,2000
11670,0.74106736,237,1383857275,1387313275,10000
610,0.74106736,17,1383582669,1386174669,600
26278.23,1,542,1383003004,1385598604,18000
8715,1,147,1382984700,1384330200,7500
3280,1,41,1416431266,1419023266,2600
2535,1,26,1416406744,1418998744,2500
6882,1,64,1416301108,1418893108,5000
19220,1,468,1415994529,1417290529,15000
12545,1,224,1415980639,1418572639,12000
925,1,19,1415834293,1418426293,925
4870,1,83,1415641548,1418266800,4000
5254,1,81,1415045388,1417670160,4500
20010,1,62,1414845602,1417441202,20000
6026,1,140,1414694256,1418153856,5800
45741,0.09771118,107,1414600283,1418425200,45000
2610,1,59,1414539190,1417237140,2000
0,0.74106736,0,1400168264,1405352264,25000
4066,1,50,1399474134,1401778740,9800
1065,1,19,1399427064,1401587064,5000
561,1,11,1399415500,1402007500,2000
151,1.27946283,13,1399414290,1400278290,400
0,1,0,1399058797,1399618380,500
145,1.27946283,7,1398511589,1400498789,1850
3877,1,46,1397854356,1400569140,11140
750,1,9,1397709165,1400301165,5000
21,1.27946283,2,1397683410,1399584210,5000
1097,1.27946283,23,1397217052,1399809052,5000
1623,1,13,1708787018,1709873940,12000
13406,1,82,1680527424,1683119424,5000
5169,1.09285079,125,1680519362,1683111362,5000
5624,0.74106736,41,1680510770,1683183540,5500
7528.29,0.74106736,33,1680381509,1682902800,2000
4878,1,118,1680379245,1682193645,2500
29744,1,293,1680375801,1682967801,1950
349,1,36,1680312178,1681521778,300
11057,1,107,1680282304,1684170304,3000
10030,1,27,1680243316,1685427316,10000
4110,1,78,1680235206,1682049606,3300
8443,1,120,1680217260,1682809260,5000
31052,1.27946283,617,1680202393,1682895540,10000
1,1,1,1463775880,1466367880,5000
170,1,4,1463769906,1466361906,500
0,1,0,1463610972,1466202972,5000
0,1,0,1463228212,1465820212,750
0,1,0,1463180081,1467068081,73000
0,1,0,1463019722,1465611722,150
110,1,4,1462829893,1466464800,3500
0,1,0,1462638142,1465230142,8000
10708,1,47,1462507700,1465099700,30000
1,1,1,1462393067,1462744800,100
1095,1,15,1462345451,1464937451,20000
6,1.09285079,2,1462277168,1467461168,20000
7738.32,0.6613551,144,1678823144,1680224400,500
4815,1,126,1678809629,1681408829,1800
8141,1,136,1678809604,1681401604,500
7903,1,114,1678806191,1680225780,1000
6575,1,198,1678802226,1681394226,5000
6851,1,84,1678800598,1680237000,1000
3918,1,88,1678797933,1680224400,500
855,1,41,1678797210,1680228000,300
877.5,1,22,1678797185,1680121320,500
578098,1,1988,1678777175,1681455540,25000
5479,1,43,1678757921,1680483420,4800
1036,1,10,1678737604,1681329604,1000
19029,1,256,1670871552,1673463552,10000
623,1,11,1670826380,1674714380,500
5091,1,65,1670821632,1673413632,5000
44840.630000000000,1,173,1670637956,1673153940,40000
81592.290000000000,0.74106736,692,1670597891,1673067540,12500
40521,1,79,1670556992,1674876992,35000
6001.29,0.74106736,11,1670543591,1673135591,6000
13563,1,94,1670359227,1671568827,8000
10132,1,112,1670189082,1675373082,10000
20220,1,46,1670017461,1672609461,20000
31499,1,231,1670000662,1675184662,30000
3703,1,64,1669917642,1673805642,1000
51,1.09285079,3,1629306435,1634490435,12544
1,1,1,1629152780,1630448780,20000
1171,1,8,1629051322,1632939322,36000
1,1.09285079,1,1628792553,1631384553,150
3,1,3,1628562377,1631154377,1000
1,1.09285079,1,1628430764,1633611960,2500
188,1.09285079,6,1627909300,1631797300,140000
100,0.25481732,1,1627895648,1633079648,10000
1,1.27946283,1,1627750965,1632934965,7700
152.1,1.09285079,4,1627740020,1630332020,20600
98,1.27946283,5,1627467258,1630059258,30000
2,1.09285079,2,1627425243,1631313243,1000
7564.77,1,145,1382383784,1384201784,7500
7395,1,96,1381959679,1384212720,7000
8370.5,1,55,1381858103,1384885703,8000
8635,1,88,1381797645,1384393245,7500
45302.68,1.27946283,360,1381316628,1383591600,45000
65310.310000000000,1,1269,1380256040,1382504340,60000
100892,1,1153,1379509859,1382140260,100000
11697.200000000000,1,388,1379335199,1381927199,5000
10221,1,213,1378687324,1381279324,8000
2800,1,18,1378441385,1381033385,2800
900,1,22,1378167036,1380759036,500
4518,1,80,1377316075,1379304000,3000
6033,1,42,1414443973,1416175573,6000
4505,1,22,1414380421,1417063980,4000
19296.670000000000,1,124,1414080543,1416676080,17000
20610,1,195,1414022265,1416236400,10000
10026,1,49,1414015433,1416611033,10000
980,1,34,1413955829,1415250000,650
106115,0.09771118,117,1413842505,1416438105,100000
22164,1,193,1413598407,1416618000,17500
7500,1,184,1413579839,1416175439,6000
3280,1,41,1413505788,1416101388,3000
6140,1,42,1413504328,1416099928,6000
16010,1,85,1413391409,1417409940,15000
51,1,3,1707496540,1712419200,3000
1356,1,10,1706807461,1709399461,20000
1,1,1,1705939917,1708531917,9000
366,1,8,1700583630,1704085140,5000
0,0.6613551,0,1699155217,1701750817,5000
0,1,0,1698097385,1703284985,2500
102,1,3,1695426537,1698018537,30000
206,1,5,1694625570,1697342400,4200
4415,1,20,1689377160,1692141960,4999
641,1.27946283,5,1687955747,1692442800,6000
121,1,6,1687393070,1690775940,3000
11,1.27946283,2,1681131306,1684497300,1400
117418.170000000000,0.14655326,290,1680199033,1681754233,3500
1035405,1.13944012,5382,1680195563,1682042400,35000
14036,1,150,1680191926,1682827140,8577
25764,1.09285079,113,1680170403,1681898403,25000
68357.640000000000,0.6613551,469,1680147613,1685331613,25000
39221,1.09285079,176,1680100387,1683383587,8000
26742,1.09285079,59,1680096604,1682688604,20000
188479,0.00678513,18,1680088041,1683903540,100000
444409,0.00678513,17,1680087672,1683903540,100000
102267,1,248,1680073218,1684134018,5000
5135,1.27946283,62,1680022803,1682632800,100
16661,1,203,1680022798,1682622000,15000
1,1.09285079,1,1462276375,1467460375,20000
0,1,0,1462200605,1467384605,900
521,1.27946283,2,1461943185,1464535185,10000
0,1.27946283,0,1461594134,1463958000,600
0,1,0,1461444656,1464036656,60000
46,1,4,1461383106,1466567106,1000
1,1,1,1461366678,1463958678,8000
21,1.27946283,4,1461163082,1463256000,500
50,0.74106736,1,1461002875,1462730875,3000
1,1,1,1460761097,1461365897,1000000
26,1,3,1460594981,1463186981,65000
1140,1,10,1460585188,1465769188,30000
3529,1.27946283,106,1678722517,1680832800,500
2434,1.27946283,117,1678634701,1681226701,500
5581,1,79,1678455634,1679963940,750
701,1,10,1678446131,1681038131,500
20901,1,127,1678442461,1680253261,5000
6679,1,63,1678407190,1679716620,2000
2001,1,28,1678382275,1680970675,536
4151,1,59,1678369016,1680871016,4000
8284,1,87,1678301276,1680198476,4500
38775,1,899,1678298270,1680886670,15000
4279.16,1,39,1678262454,1680850854,4000
815,1,7,1678211125,1680670740,750
8010,1,114,1669904673,1672496673,5000
37459,1,328,1669902852,1671717252,25000
8944,1,30,1669843636,1672473540,8500
15145,1,45,1669469385,1674653385,15000
12549,1,141,1669384066,1671976066,10069
14245,1,56,1669343449,1674527449,14000
3172,1,10,1669162332,1671754332,3000
11502,1,44,1669054671,1672510671,10000
34505.5,1,262,1669051661,1671674400,30000
15540,1,105,1669033669,1671625669,12500
67903.5,1.27946283,221,1668931048,1671955048,60000
2862.42,0.61621015,23,1668911139,1671521400,1000
35001,1,405,1376612150,1381796150,25000
887,1.27946283,46,1376079577,1377547200,650
8127,1,162,1375810085,1379698085,6000
20626,1,298,1375329896,1377921896,19500
70301.350000000000,1,1251,1375134249,1377726249,40000
21077,1,107,1375130500,1377808900,20000
1436,1.27946283,38,1374752996,1376912996,1000
2176,1,47,1374611240,1377203240,2000
2120,1,32,1374595622,1377399600,1650
6675,1,80,1374519115,1377111115,6000
5535,1,54,1374112544,1376704544,5500
53654.340000000000,1,2071,1374011041,1376689441,17500
11,1.09285079,2,1626815140,1630703140,78985
1026,1,3,1626204852,1628193600,60000
174,1.27946283,10,1625892792,1628484792,6200
2200,1.09285079,7,1625777902,1630961902,70000
57,1,2,1625754531,1630938531,18137
13316,0.25481732,9,1625658891,1630842891,30500
6522,1,14,1625331601,1628787601,50000
3888,1,42,1625173759,1628578740,12400
751,1,8,1624900736,1630084736,350000
212,1.27946283,6,1624516662,1627108662,6000
3012,1,15,1624148521,1629332521,125000
1,1,1,1624029328,1627917328,880
11690,1,93,1413387608,1416330000,6000
13066,1,156,1413387302,1416414902,12000
4004,1,33,1413323493,1415919093,4000
10323,1,78,1413051710,1415595540,10000
8296,1,90,1412947811,1416839411,8000
4847,0.61621015,100,1412887542,1417381200,3500
7903,1.27946283,191,1412795036,1417953600,3000
10281,1,109,1412694909,1415290509,9000
1556,0.6613551,12,1412503380,1414926180,1500
2185,1,43,1412449703,1413399600,1750
3726,1,46,1412305772,1415333372,3500
30550.010000000000,1,209,1412262645,1414854645,25000
2101,1,22,1680221281,1685332800,6000
1,1.27946283,1,1678629795,1681221795,2000
181.42,0.61621015,2,1675721098,1680901498,90000
1,1.27946283,1,1673284253,1678468253,1500
216,1.27946283,6,1666362540,1671550140,10000
28.8,0.05953775,2,1664853341,1669426920,238000
21,1,3,1664031437,1669219037,50000
1867,1,18,1647118222,1648828800,2000
3131,1,24,1646228696,1651409096,4000
3588.8,0.05953775,7,1640982102,1645855140,50000
1,1,1,1636235408,1638831008,2600
1,1,1,1631493379,1633924740,10000
32836,1,206,1680019496,1682611496,3000
180198,0.75068143,268,1680019202,1685203202,10000
4960578.300000000000,1,3774,1680019201,1683907201,20000
40691,1.27946283,205,1680017720,1682609720,15000
24503,1,292,1680015644,1682560740,3700
3452,1.09285079,42,1680013970,1682605970,500
94368,1,179,1680010999,1682602999,75000
5072,1,24,1680010497,1681664340,1896
79255,1,1327,1680010257,1682602257,21000
28840,1.27946283,587,1680004804,1682596804,4200
207072,1,1217,1680003628,1682528340,5000
21389,1.27946283,99,1680002478,1683154740,10000
6884,1.09285079,126,1678207151,1680017951,3000
72629,1,1322,1678197600,1680094800,10000
5004,1,31,1678196746,1680785146,5000
4945,1,70,1678190983,1679605380,1000
17728,1,242,1678116586,1680656400,10000
3427,1,37,1677888173,1680476573,2000
5010.29,0.74106736,65,1677869497,1679680297,2300
1387,1.27946283,57,1677831708,1680420108,500
7385.42,0.61621015,108,1677771257,1680316020,1000
1346,1,29,1677710956,1679623200,500
1647,1.09285079,41,1677696251,1680284651,1500
3183,1,88,1677695225,1682875625,2500
565,1,13,1460559273,1463151273,10000
30,1.27946283,5,1460528794,1462186800,2000
4421,1,26,1460508055,1464368400,15000
251,1.27946283,4,1460370225,1463826225,3000
3,1,3,1460257471,1462849471,60000
0,1.27946283,0,1460149649,1464037649,200
15,1,1,1460144246,1462736246,50000
597,1,14,1459985715,1462939140,30000
583,1,35,1459906292,1462660500,3000
131,1,4,1459819154,1462411154,8000
91,1,4,1459815077,1462424400,23000
31,1,3,1459801979,1462393979,1000
37200,1,100,1668781217,1672521480,30000
62518.32,0.6613551,943,1668723667,1672493340,46500
3041,1.27946283,20,1668590711,1671182711,3000
20364,1.27946283,101,1668589146,1671181146,20000
1641,1,18,1668547304,1672530180,1500
2862,1,75,1668517201,1671109201,2000
42139.770000000000,1,472,1668448309,1671040309,40000
